og1	count	conservation	cross_species_conservation	protein_ID	og	gene_name	description	Condition_treatment	Condition_control	Strain_treatment	Strain_control	species_analyzed	logFC	AveExpr	t	P.Value	adj.P.Val	B	hit	species	complete_name
group_13178	3	conserved	conserved within species	PBBIODIN_03272	group_13178	PBBIODIN_03272	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.59524439214206	21.1589811802489	46.3005085551437	2.83342921321592e-09	6.44114205301361e-08	12.2327110551903	1	K. pneumoniae	K. pneumoniae MS311R
gldA	3	conserved	conserved within species	PBBIODIN_04387	gldA	PBBIODIN_04387	Glycerol dehydrogenase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.5124440040367	24.5042068381508	39.4045352987569	5.52535410550776e-08	1.62039408502709e-06	9.46705658471906	1	K. pneumoniae	K. pneumoniae MS299R
gldA	3	conserved	conserved within species	PBBIODIN_04387	gldA	PBBIODIN_04387	Glycerol dehydrogenase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.42066099161711	24.458315331941	33.5794310509202	2.27655839520311e-06	3.1487819731243e-05	5.74744600958972	1	K. pneumoniae	K. pneumoniae MS274R
gldA	3	conserved	conserved within species	PBBIODIN_04387	gldA	PBBIODIN_04387	Glycerol dehydrogenase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.42565500656755	24.4608123394163	49.0472375707907	1.96684821714774e-09	5.31280412537789e-08	12.6331703605589	1	K. pneumoniae	K. pneumoniae MS311R
tyrR	3	conserved	conserved within species	PBBIODIN_04505	tyrR	PBBIODIN_04505	Transcriptional regulatory protein TyrR	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.55601031675461	22.1704961941845	-39.3754519789767	5.54787215916242e-08	1.62039408502709e-06	9.46259661741324	1	K. pneumoniae	K. pneumoniae MS299R
tyrR	3	conserved	conserved within species	PBBIODIN_04505	tyrR	PBBIODIN_04505	Transcriptional regulatory protein TyrR	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.67648768042852	22.1102575123475	-52.9040658981583	3.23760481416445e-07	1.27013294626239e-05	7.97572801749948	1	K. pneumoniae	K. pneumoniae MS274R
tyrR	3	conserved	conserved within species	PBBIODIN_04505	tyrR	PBBIODIN_04505	Transcriptional regulatory protein TyrR	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.56048318393621	22.1682597605937	-53.5220826873135	1.13110326354152e-09	3.76885505197589e-08	13.2352038532123	1	K. pneumoniae	K. pneumoniae MS311R
ytfQ	3	conserved	conserved within species	PBBIODIN_03200	ytfQ	PBBIODIN_03200	ABC transporter periplasmic-binding protein YtfQ	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.49816796046587	21.8950639849574	-39.083121301993	5.78033546374949e-08	1.64856040332752e-06	9.41755879250866	1	K. pneumoniae	K. pneumoniae MS299R
ytfQ	3	conserved	conserved within species	PBBIODIN_03200	ytfQ	PBBIODIN_03200	ABC transporter periplasmic-binding protein YtfQ	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.36272424715781	21.9627858416114	-39.9881001192333	1.07644264016172e-06	2.07690109395908e-05	6.6196870331209	1	K. pneumoniae	K. pneumoniae MS274R
ytfQ	3	conserved	conserved within species	PBBIODIN_03200	ytfQ	PBBIODIN_03200	ABC transporter periplasmic-binding protein YtfQ	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.04104780069021	22.1236240648452	-35.6703481675013	1.47629554552538e-08	1.80296519815228e-07	10.3969913549284	1	K. pneumoniae	K. pneumoniae MS311R
murq_1	5	conserved	conserved within species	PBBIODIN_02816	murq_1	PBBIODIN_02816	N-acetylmuramic acid 6-phosphate etherase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.62975207630409	23.7181987622805	38.9545028514548	5.88624496309884e-08	1.64856040332752e-06	9.39762221285815	1	K. pneumoniae	K. pneumoniae MS299R
murq_1	5	conserved	conserved within species	PBBIODIN_02816	murq_1	PBBIODIN_02816	N-acetylmuramic acid 6-phosphate etherase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.19706631551287	23.5018558818849	37.7077864750023	1.38474879514516e-06	2.35131784614426e-05	6.32825558490635	1	K. pneumoniae	K. pneumoniae MS274R
murq_1	5	conserved	conserved within species	PBBIODIN_02816	murq_1	PBBIODIN_02816	N-acetylmuramic acid 6-phosphate etherase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	2.16731197417691	23.9869787112169	74.684954417006	1.36763028287205e-10	1.40608823275187e-08	15.4623979845954	1	K. pneumoniae	K. pneumoniae MS311R
murq_1	5	conserved	conserved within species	PRZ_01366	murq_1	PRZ_01366	N-acetylmuramic acid 6-phosphate etherase	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	2.26560368213534	22.9530945392074	30.3601581154274	2.90693629885461e-06	5.01169623032774e-05	5.53325793642136	1	K. pneumoniae	K. pneumoniae MS530R
murq_1	5	conserved	conserved within species	PRZ_01366	murq_1	PRZ_01366	N-acetylmuramic acid 6-phosphate etherase	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	2.00584114411812	22.8232132701988	43.8449846679827	9.52007231362799e-16	2.41781836553464e-14	26.5229212593603	1	K. pneumoniae	K. pneumoniae MS493R
mdtq~~~cusc_1	3	conserved	conserved within species	PBBIODIN_00869	mdtq~~~cusc_1	PBBIODIN_00869	Outer membrane protein OprM	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.54765256262202	23.2994178874673	38.7933929455766	6.02215839200671e-08	1.66588863470451e-06	9.37254395281577	1	K. pneumoniae	K. pneumoniae MS299R
mdtq~~~cusc_1	3	conserved	conserved within species	PBBIODIN_00869	mdtq~~~cusc_1	PBBIODIN_00869	Outer membrane protein OprM	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.14605731190306	23.0986202621079	29.8253836896864	3.78323506726837e-06	4.17610947810009e-05	5.14769104986204	1	K. pneumoniae	K. pneumoniae MS274R
mdtq~~~cusc_1	3	conserved	conserved within species	PBBIODIN_00869	mdtq~~~cusc_1	PBBIODIN_00869	Outer membrane protein OprM	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.36373330877893	23.2074582605458	46.8355058092679	2.63457740865702e-09	6.26782431126112e-08	12.3127204579727	1	K. pneumoniae	K. pneumoniae MS311R
cbiJ	3	conserved	conserved within species	PBBIODIN_01611	cbiJ	PBBIODIN_01611	Cobalt-precorrin-6A reductase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.9566930947408	21.137625115141	38.0072230084243	6.74098459939482e-08	1.80697191752619e-06	9.24845912150794	1	K. pneumoniae	K. pneumoniae MS299R
cbiJ	3	conserved	conserved within species	PBBIODIN_01611	cbiJ	PBBIODIN_01611	Cobalt-precorrin-6A reductase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	2.74467117631069	21.5316141559259	69.6076546269815	9.9618523321316e-08	8.26231964305314e-06	9.22881163468866	1	K. pneumoniae	K. pneumoniae MS274R
cbiJ	3	conserved	conserved within species	PBBIODIN_01611	cbiJ	PBBIODIN_01611	Cobalt-precorrin-6A reductase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.81772055049561	21.0681388430184	57.535824513794	7.15222454055742e-10	3.21990344021958e-08	13.728939945785	1	K. pneumoniae	K. pneumoniae MS311R
pepT	3	conserved	conserved within species	PBBIODIN_04272	pepT	PBBIODIN_04272	Peptidase T	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.45217024336488	23.6510068644216	37.8832790087998	6.86334174023107e-08	1.80697191752619e-06	9.22863283836874	1	K. pneumoniae	K. pneumoniae MS299R
pepT	3	conserved	conserved within species	PBBIODIN_04272	pepT	PBBIODIN_04272	Peptidase T	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.28382603993913	23.5668347627087	40.3233035207079	1.03857467968523e-06	2.05566160737698e-05	6.66095581560877	1	K. pneumoniae	K. pneumoniae MS274R
pepT	3	conserved	conserved within species	PBBIODIN_04272	pepT	PBBIODIN_04272	Peptidase T	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.35969648533363	23.604769985406	46.4267376247859	2.78498975981495e-09	6.39433648853513e-08	12.2516795033561	1	K. pneumoniae	K. pneumoniae MS311R
pflD	3	conserved	conserved within species	PBBIODIN_03751	pflD	PBBIODIN_03751	Choline trimethylamine-lyase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.50806563528566	21.9421801753056	37.7441046098158	7.00387224540601e-08	1.80697191752619e-06	9.20628319904798	1	K. pneumoniae	K. pneumoniae MS299R
pflD	3	conserved	conserved within species	PBBIODIN_03751	pflD	PBBIODIN_03751	Choline trimethylamine-lyase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.07442197886515	21.7253583470953	32.8444214582228	2.50306286524646e-06	3.35804281645415e-05	5.63589203372933	1	K. pneumoniae	K. pneumoniae MS274R
pflD	3	conserved	conserved within species	PBBIODIN_03751	pflD	PBBIODIN_03751	Choline trimethylamine-lyase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.1423828989699	21.7593388071477	37.394151606076	1.09538157889117e-08	1.46962133058227e-07	10.7314413085374	1	K. pneumoniae	K. pneumoniae MS311R
group_14305	3	conserved	conserved within species	PBBIODIN_00925	group_14305	PBBIODIN_00925	DNA replication and repair protein RecF	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.4932784518732	20.1533569236679	37.6693527452932	7.08075369899808e-08	1.80697191752619e-06	9.19424075933596	1	K. pneumoniae	K. pneumoniae MS299R
group_14305	3	conserved	conserved within species	PBBIODIN_00925	group_14305	PBBIODIN_00925	DNA replication and repair protein RecF	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.71901985256237	20.2662276240125	47.7443945170051	5.03008162736162e-07	1.49987888524965e-05	7.48588954190476	1	K. pneumoniae	K. pneumoniae MS274R
group_14305	3	conserved	conserved within species	PBBIODIN_00925	group_14305	PBBIODIN_00925	DNA replication and repair protein RecF	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.54528932629887	20.1793623608807	46.8040059942621	2.64582814422207e-09	6.26782431126112e-08	12.3080373807597	1	K. pneumoniae	K. pneumoniae MS311R
efeO	3	conserved	conserved within species	PBBIODIN_04481	efeO	PBBIODIN_04481	Iron uptake system component EfeO	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.84805543875174	26.864235790427	-37.5243541521541	7.23274227720029e-08	1.80697191752619e-06	9.17080499758547	1	K. pneumoniae	K. pneumoniae MS299R
efeO	3	conserved	conserved within species	PBBIODIN_04481	efeO	PBBIODIN_04481	Iron uptake system component EfeO	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.88472235748247	26.8459023310616	-54.7519424145215	2.79378133809696e-07	1.27013294626239e-05	8.13735449330322	1	K. pneumoniae	K. pneumoniae MS274R
efeO	3	conserved	conserved within species	PBBIODIN_04481	efeO	PBBIODIN_04481	Iron uptake system component EfeO	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.9718949409275	26.8023160393391	-59.2676577564813	5.9264023360486e-10	2.83479578407658e-08	13.9299839546208	1	K. pneumoniae	K. pneumoniae MS311R
cbiH	3	conserved	conserved within species	PBBIODIN_01610	cbiH	PBBIODIN_01610	putative cobalt-factor III C(17)-methyltransferase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.54989045586215	22.1986953964802	37.4759470564771	7.28433811809261e-08	1.80697191752619e-06	9.16295845486373	1	K. pneumoniae	K. pneumoniae MS299R
cbiH	3	conserved	conserved within species	PBBIODIN_01610	cbiH	PBBIODIN_01610	putative cobalt-factor III C(17)-methyltransferase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	2.07831378208503	22.4629070595917	63.9556455583111	1.43333726532489e-07	8.89443881401606e-06	8.8522673563104	1	K. pneumoniae	K. pneumoniae MS274R
cbiH	3	conserved	conserved within species	PBBIODIN_01610	cbiH	PBBIODIN_01610	putative cobalt-factor III C(17)-methyltransferase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.36659489668627	22.1070476168923	44.1372552860922	3.8362543027483e-09	7.47710739682322e-08	11.8985930189736	1	K. pneumoniae	K. pneumoniae MS311R
yhbU	3	conserved	conserved within species	PBBIODIN_01180	yhbU	PBBIODIN_01180	putative protease YhbU	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.46059361719637	21.6649771368611	37.1763447289866	7.6135191790974e-08	1.84608606516699e-06	9.11414038696691	1	K. pneumoniae	K. pneumoniae MS299R
yhbU	3	conserved	conserved within species	PBBIODIN_01180	yhbU	PBBIODIN_01180	putative protease YhbU	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.32893532979672	21.5991479931612	24.9457108528848	8.12569268772877e-06	6.78421469491827e-05	4.23565688119285	1	K. pneumoniae	K. pneumoniae MS274R
yhbU	3	conserved	conserved within species	PBBIODIN_01180	yhbU	PBBIODIN_01180	putative protease YhbU	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.20428483382024	21.536822745173	31.8463383968833	3.02246723811999e-08	2.965634520822e-07	9.59037401334961	1	K. pneumoniae	K. pneumoniae MS311R
group_16492	3	conserved	conserved within species	PBBIODIN_02675	group_16492	PBBIODIN_02675	Putative metal ABC transporter substrate-binding protein Hpf	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.50568613154401	23.221759218707	-37.1543036635407	7.63842230796447e-08	1.84608606516699e-06	9.11053156909515	1	K. pneumoniae	K. pneumoniae MS299R
group_16492	3	conserved	conserved within species	PBBIODIN_02675	group_16492	PBBIODIN_02675	Putative metal ABC transporter substrate-binding protein Hpf	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.48926526490057	23.2299696520287	-46.9608354318059	5.40039806559532e-07	1.56953341248188e-05	7.40603235518318	1	K. pneumoniae	K. pneumoniae MS274R
group_16492	3	conserved	conserved within species	PBBIODIN_02675	group_16492	PBBIODIN_02675	Putative metal ABC transporter substrate-binding protein Hpf	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.35116362771601	23.299020470621	-44.1254378712488	3.84276425446489e-09	7.47710739682322e-08	11.8967193071578	1	K. pneumoniae	K. pneumoniae MS311R
sspA	3	conserved	conserved within species	PBBIODIN_01118	sspA	PBBIODIN_01118	Stringent starvation protein A	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-2.68390629705915	23.421758377882	-36.8690288505721	7.96957705367133e-08	1.89343783836344e-06	9.06360589080878	1	K. pneumoniae	K. pneumoniae MS299R
sspA	3	conserved	conserved within species	PBBIODIN_01118	sspA	PBBIODIN_01118	Stringent starvation protein A	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.44666285703121	24.040380097896	-40.6559242459315	1.00260789197833e-06	2.00172845215847e-05	6.70152697241715	1	K. pneumoniae	K. pneumoniae MS274R
sspA	3	conserved	conserved within species	PBBIODIN_01118	sspA	PBBIODIN_01118	Stringent starvation protein A	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-2.59918846977784	23.4641172915227	-74.3387680404112	1.40853786381938e-10	1.40608823275187e-08	15.432310723071	1	K. pneumoniae	K. pneumoniae MS311R
pdua_2~~~pdua_1	3	conserved	conserved within species	PBBIODIN_01592	pdua_2~~~pdua_1	PBBIODIN_01592	Propanediol utilization protein PduA	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.69773331957114	20.9443170628258	36.8441269272116	7.9992800662567e-08	1.89343783836344e-06	9.05949045758471	1	K. pneumoniae	K. pneumoniae MS299R
pdua_2~~~pdua_1	3	conserved	conserved within species	PBBIODIN_01592	pdua_2~~~pdua_1	PBBIODIN_01592	Propanediol utilization protein PduA	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	2.26349709909992	21.2271989525902	61.1404385001333	1.73913108081932e-07	9.73913405258821e-06	8.64814184372452	1	K. pneumoniae	K. pneumoniae MS274R
pdua_2~~~pdua_1	3	conserved	conserved within species	PBBIODIN_01592	pdua_2~~~pdua_1	PBBIODIN_01592	Propanediol utilization protein PduA	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.26167016352996	20.7262854848052	38.6700802276506	8.8591870743729e-09	1.32082425472469e-07	10.9686794363354	1	K. pneumoniae	K. pneumoniae MS311R
group_16376	3	conserved	conserved within species	PBBIODIN_00200	group_16376	PBBIODIN_00200	hypothetical protein	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.69645766898255	23.6684913899692	36.649791360376	8.23562765344233e-08	1.92948990737792e-06	9.02726638933559	1	K. pneumoniae	K. pneumoniae MS299R
group_16376	3	conserved	conserved within species	PBBIODIN_00200	group_16376	PBBIODIN_00200	hypothetical protein	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.5861181125747	23.6133216117652	35.1426493744946	1.87314019881173e-06	2.86715326431449e-05	5.97612949910772	1	K. pneumoniae	K. pneumoniae MS274R
group_16376	3	conserved	conserved within species	PBBIODIN_00200	group_16376	PBBIODIN_00200	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.39746093046506	23.5189930207104	30.1441323221742	4.27537312963778e-08	3.83447527564389e-07	9.19839383539721	1	K. pneumoniae	K. pneumoniae MS311R
group_15131	2	conserved	conserved within species	PBBIODIN_04868	group_15131	PBBIODIN_04868	hypothetical protein	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.44484772670448	21.1288250843901	-36.5156715929908	8.40355472881282e-08	1.93583166265077e-06	9.00491572251745	1	K. pneumoniae	K. pneumoniae MS299R
group_15131	2	conserved	conserved within species	PBBIODIN_04868	group_15131	PBBIODIN_04868	hypothetical protein	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.35264417824999	21.1749268586174	-32.628360882076	2.57486790795497e-06	3.41149350655322e-05	5.60258611686087	1	K. pneumoniae	K. pneumoniae MS274R
yhbO	3	conserved	conserved within species	PBBIODIN_01185	yhbO	PBBIODIN_01185	Protein/nucleic acid deglycase 2	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-2.73434899750827	20.8299552951964	-36.3076777064233	8.67204152370573e-08	1.97138686519093e-06	8.97007256677354	1	K. pneumoniae	K. pneumoniae MS299R
yhbO	3	conserved	conserved within species	PBBIODIN_01185	yhbO	PBBIODIN_01185	Protein/nucleic acid deglycase 2	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-2.67935737084473	20.8574511085281	-52.2596066112417	3.4125667581439e-07	1.27013294626239e-05	7.91774100523306	1	K. pneumoniae	K. pneumoniae MS274R
yhbO	3	conserved	conserved within species	PBBIODIN_01185	yhbO	PBBIODIN_01185	Protein/nucleic acid deglycase 2	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-2.07222756547317	21.1610160112139	-59.6066291793296	5.71594970581113e-10	2.83479578407658e-08	13.9685437289393	1	K. pneumoniae	K. pneumoniae MS311R
yojI	3	conserved	conserved within species	PBBIODIN_00937	yojI	PBBIODIN_00937	ABC transporter ATP-binding/permease protein YojI	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.55254492436788	20.4982436794219	-36.1400084315193	8.89586819666273e-08	1.98300129898424e-06	8.94182243339538	1	K. pneumoniae	K. pneumoniae MS299R
yojI	3	conserved	conserved within species	PBBIODIN_00937	yojI	PBBIODIN_00937	ABC transporter ATP-binding/permease protein YojI	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.59618318663199	20.4764245482899	-40.7139529991278	9.96491314822596e-07	2.00172845215847e-05	6.70856667870427	1	K. pneumoniae	K. pneumoniae MS274R
yojI	3	conserved	conserved within species	PBBIODIN_00937	yojI	PBBIODIN_00937	ABC transporter ATP-binding/permease protein YojI	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.42626373427299	20.5613842744694	-47.7160340557501	2.34138835959444e-09	6.06261313141887e-08	12.4422500147701	1	K. pneumoniae	K. pneumoniae MS311R
group_22473	3	conserved	conserved within species	PBBIODIN_04890	group_22473	PBBIODIN_04890	hypothetical protein	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.46855952258072	23.2629147061307	35.8736877159322	9.26556730414704e-08	2.04555216637708e-06	8.89664987998944	1	K. pneumoniae	K. pneumoniae MS299R
group_22473	3	conserved	conserved within species	PBBIODIN_04890	group_22473	PBBIODIN_04890	hypothetical protein	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.3081631124444	23.1827165010626	24.7209684061827	8.44620648602988e-06	6.9258893185445e-05	4.18925820160417	1	K. pneumoniae	K. pneumoniae MS274R
group_22473	3	conserved	conserved within species	PBBIODIN_04890	group_22473	PBBIODIN_04890	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.85207322875496	23.4546715592178	63.8396133241996	3.69968398065318e-10	2.38593361913382e-08	14.429663176638	1	K. pneumoniae	K. pneumoniae MS311R
group_1592	3	conserved	conserved within species	PBBIODIN_00081	group_1592	PBBIODIN_00081	Diaminobutyrate--2-oxoglutarate aminotransferase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.39998284318048	26.0592417686882	-35.7138902004989	9.49609863856013e-08	2.07433170431309e-06	8.86936635308459	1	K. pneumoniae	K. pneumoniae MS299R
group_1592	3	conserved	conserved within species	PBBIODIN_00081	group_1592	PBBIODIN_00081	Diaminobutyrate--2-oxoglutarate aminotransferase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.52251698478675	25.9979746978851	-45.246589335805	6.3350293865362e-07	1.63553532316053e-05	7.22577018489058	1	K. pneumoniae	K. pneumoniae MS274R
group_1592	3	conserved	conserved within species	PBBIODIN_00081	group_1592	PBBIODIN_00081	Diaminobutyrate--2-oxoglutarate aminotransferase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.38806468996379	26.0652008452966	-45.3923071769673	3.21217655063855e-09	6.87040884723245e-08	12.0945498935508	1	K. pneumoniae	K. pneumoniae MS311R
idI	3	conserved	conserved within species	PBBIODIN_01485	idI	PBBIODIN_01485	Isopentenyl-diphosphate Delta-isomerase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.49155952704373	21.9608434585557	35.6591521275276	9.57661849552211e-08	2.07433170431309e-06	8.85998932196472	1	K. pneumoniae	K. pneumoniae MS299R
idI	3	conserved	conserved within species	PBBIODIN_01485	idI	PBBIODIN_01485	Isopentenyl-diphosphate Delta-isomerase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.14870518904981	21.7894162895587	19.4846942599481	2.33235875348057e-05	0.000134550143166	2.96474896135453	1	K. pneumoniae	K. pneumoniae MS274R
idI	3	conserved	conserved within species	PBBIODIN_01485	idI	PBBIODIN_01485	Isopentenyl-diphosphate Delta-isomerase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.41815679572501	21.9241420928963	35.9432841451509	1.40683625084393e-08	1.73661076985896e-07	10.4510646346989	1	K. pneumoniae	K. pneumoniae MS311R
group_21368	3	conserved	conserved within species	PBBIODIN_03274	group_21368	PBBIODIN_03274	hypothetical protein	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.47054919460039	23.1438241471044	35.4559218115391	9.88270609543836e-08	2.11922943995224e-06	8.82503436234009	1	K. pneumoniae	K. pneumoniae MS299R
group_21368	3	conserved	conserved within species	PBBIODIN_03274	group_21368	PBBIODIN_03274	hypothetical protein	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.36395804835232	23.0905285739804	43.0535404047191	7.84065486000756e-07	1.79695357751143e-05	6.98329927575498	1	K. pneumoniae	K. pneumoniae MS274R
group_21368	3	conserved	conserved within species	PBBIODIN_03274	group_21368	PBBIODIN_03274	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.34357673651046	23.0803379180594	45.2683163366824	3.26830190127143e-09	6.88442308744881e-08	12.0754542808291	1	K. pneumoniae	K. pneumoniae MS311R
soj_1	3	conserved	conserved within species	PBBIODIN_02231	soj_1	PBBIODIN_02231	Sporulation initiation inhibitor protein Soj	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.41713847279962	22.6429393876607	35.4002877798426	9.96850084994955e-08	2.11922943995224e-06	8.81542678113448	1	K. pneumoniae	K. pneumoniae MS299R
soj_1	3	conserved	conserved within species	PBBIODIN_02231	soj_1	PBBIODIN_02231	Sporulation initiation inhibitor protein Soj	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.77632061229364	22.8225304574077	51.8414737893085	3.53233693935792e-07	1.27013294626239e-05	7.87965486751097	1	K. pneumoniae	K. pneumoniae MS274R
soj_1	3	conserved	conserved within species	PBBIODIN_02231	soj_1	PBBIODIN_02231	Sporulation initiation inhibitor protein Soj	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.3130248641278	22.5908825833247	44.3924762623343	3.69872458952591e-09	7.42615465974504e-08	11.9389275232353	1	K. pneumoniae	K. pneumoniae MS311R
group_23133	3	conserved	conserved within species	PBBIODIN_05280	group_23133	PBBIODIN_05280	hypothetical protein	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.34900608449961	22.2130356294208	35.1787786499802	1.03189313006695e-07	2.15089091906941e-06	8.77700739655656	1	K. pneumoniae	K. pneumoniae MS299R
group_23133	3	conserved	conserved within species	PBBIODIN_05280	group_23133	PBBIODIN_05280	hypothetical protein	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.58172897192486	22.3293970731334	24.1609034327632	9.31529846561892e-06	7.32463194419899e-05	4.07170219330383	1	K. pneumoniae	K. pneumoniae MS274R
group_23133	3	conserved	conserved within species	PBBIODIN_05280	group_23133	PBBIODIN_05280	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.50267288770557	22.2898690310237	47.2074426565846	2.50583338805028e-09	6.18644457953058e-08	12.3677569526018	1	K. pneumoniae	K. pneumoniae MS311R
galT	2	conserved	conserved within species	PBBIODIN_03840	galT	PBBIODIN_03840	Galactose-1-phosphate uridylyltransferase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.34886737703226	24.0257105999905	35.1412341580765	1.03797584545603e-07	2.15089091906941e-06	8.77046902328228	1	K. pneumoniae	K. pneumoniae MS299R
galT	2	conserved	conserved within species	PBBIODIN_03840	galT	PBBIODIN_03840	Galactose-1-phosphate uridylyltransferase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.33141198401384	24.0169829034813	27.2894439279422	5.53429058725077e-06	5.24216975413534e-05	4.6950935206939	1	K. pneumoniae	K. pneumoniae MS274R
pfkA	2	conserved	conserved within species	PBBIODIN_04369	pfkA	PBBIODIN_04369	ATP-dependent 6-phosphofructokinase isozyme 1	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.34592953769416	26.8016106192168	35.0893628007944	1.04644947689105e-07	2.15089091906941e-06	8.76142291180843	1	K. pneumoniae	K. pneumoniae MS299R
pfkA	2	conserved	conserved within species	PBBIODIN_04369	pfkA	PBBIODIN_04369	ATP-dependent 6-phosphofructokinase isozyme 1	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.2527228693334	26.7550072850364	39.4980254382014	1.13491968976462e-06	2.10588434494999e-05	6.55864715213917	1	K. pneumoniae	K. pneumoniae MS274R
