og1	count	conservation	cross_species_conservation	protein_ID	og	gene_name	description	Condition_treatment	Condition_control	Strain_treatment	Strain_control	species_analyzed	logFC	AveExpr	t	P.Value	adj.P.Val	B	hit	species	complete_name
HypB	2	conserved	conserved across species	PBBIODIN_02661	HypB	PBBIODIN_02661	Hydrogenase maturation factor HypB	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.741164983	21.91931856	44.38533911	6.88E-07	1.69E-05	7.132192922	1	K. pneumoniae	K. pneumoniae MS274R
HypE	3	conserved	conserved within species	PBBIODIN_02664	HypE	PBBIODIN_02664	Carbamoyl dehydratase HypE	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.786011024	21.22244318	40.40537625	4.81E-08	1.50E-06	9.618296956	1	K. pneumoniae	K. pneumoniae MS299R
HypE	3	conserved	conserved within species	PBBIODIN_02664	HypE	PBBIODIN_02664	Carbamoyl dehydratase HypE	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	2.269373657	21.4641245	71.57002606	8.84E-08	8.26E-06	9.350146984	1	K. pneumoniae	K. pneumoniae MS274R
HypE	3	conserved	conserved within species	PBBIODIN_02664	HypE	PBBIODIN_02664	Carbamoyl dehydratase HypE	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.420994853	21.0399351	45.82174542	3.03E-09	6.68E-08	12.16025068	1	K. pneumoniae	K. pneumoniae MS311R
HypF	1	strain-specific	strain-specific	PRZ_03263	HypF	PRZ_03263	Carbamoyltransferase HypF	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	-1.026200483	19.25161814	-23.01512569	9.72E-06	0.00011045	4.111002372	1	K. pneumoniae	K. pneumoniae MS530R
IbpB_1~~~ibpB_2	2	conserved	conserved within species	PRZ_01411	IbpB_1~~~ibpB_2	PRZ_01411	Small heat shock protein IbpB	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	1.576890233	16.16492747	28.7790811	3.67E-06	5.61E-05	5.260814095	1	K. pneumoniae	K. pneumoniae MS530R
IbpB_1~~~ibpB_2	2	conserved	conserved within species	PRZ_01411	IbpB_1~~~ibpB_2	PRZ_01411	Small heat shock protein IbpB	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.998381621	16.37567317	43.97893648	9.14E-16	2.40E-14	26.56475894	1	K. pneumoniae	K. pneumoniae MS493R
Idi	3	conserved	conserved within species	PBBIODIN_01485	Idi	PBBIODIN_01485	Isopentenyl-diphosphate Delta-isomerase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.491559527	21.96084346	35.65915213	9.58E-08	2.07E-06	8.859989322	1	K. pneumoniae	K. pneumoniae MS299R
Idi	3	conserved	conserved within species	PBBIODIN_01485	Idi	PBBIODIN_01485	Isopentenyl-diphosphate Delta-isomerase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.148705189	21.78941629	19.48469426	2.33E-05	0.00013455	2.964748961	1	K. pneumoniae	K. pneumoniae MS274R
Idi	3	conserved	conserved within species	PBBIODIN_01485	Idi	PBBIODIN_01485	Isopentenyl-diphosphate Delta-isomerase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.418156796	21.92414209	35.94328415	1.41E-08	1.74E-07	10.45106463	1	K. pneumoniae	K. pneumoniae MS311R
IlvE	2	conserved	conserved within species	PBBIODIN_04598	IlvE	PBBIODIN_04598	Branched-chain-amino-acid aminotransferase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.116751626	23.55442357	29.00420609	2.98E-07	4.34E-06	7.584793203	1	K. pneumoniae	K. pneumoniae MS299R
IlvE	2	conserved	conserved within species	PBBIODIN_04598	IlvE	PBBIODIN_04598	Branched-chain-amino-acid aminotransferase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.078264501	23.53518001	25.16793558	7.82E-06	6.63E-05	4.281111036	1	K. pneumoniae	K. pneumoniae MS274R
IntA_1	1	strain-specific	strain-specific	PBBIODIN_00922	IntA_1	PBBIODIN_00922	Prophage integrase IntA	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.147214343	20.25504837	36.92865656	1.19E-08	1.53E-07	10.64275283	1	K. pneumoniae	K. pneumoniae MS311R
IolE_4~~~iolE_1	2	conserved	conserved within species	PRZ_00334	IolE_4~~~iolE_1	PRZ_00334	Inosose dehydratase	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	1.779652672	21.20085622	29.88481796	3.11E-06	5.01E-05	5.453003165	1	K. pneumoniae	K. pneumoniae MS530R
IolE_4~~~iolE_1	2	conserved	conserved within species	PRZ_00334	IolE_4~~~iolE_1	PRZ_00334	Inosose dehydratase	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.883213436	21.2526366	43.922744	9.30E-16	2.40E-14	26.54722444	1	K. pneumoniae	K. pneumoniae MS493R
IolG_4	2	conserved	conserved within species	PBBIODIN_02125	IolG_4	PBBIODIN_02125	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.269416121	22.16870379	21.80716631	1.42E-06	1.28E-05	5.796782974	1	K. pneumoniae	K. pneumoniae MS299R
IolG_4	2	conserved	conserved within species	PBBIODIN_02125	IolG_4	PBBIODIN_02125	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.708678006	22.38833473	53.33714425	1.16E-09	3.77E-08	13.21145378	1	K. pneumoniae	K. pneumoniae MS311R
IolI	2	conserved	conserved within species	PBBIODIN_03252	IolI	PBBIODIN_03252	Inosose isomerase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.758107121	21.75199796	29.91913841	2.51E-07	3.80E-06	7.777894227	1	K. pneumoniae	K. pneumoniae MS299R
IolI	2	conserved	conserved within species	PBBIODIN_03252	IolI	PBBIODIN_03252	Inosose isomerase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	2.085812915	21.91585085	59.27442417	5.92E-10	2.83E-08	13.93075615	1	K. pneumoniae	K. pneumoniae MS311R
IolT	1	strain-specific	strain-specific	PBBIODIN_03995	IolT	PBBIODIN_03995	Major myo-inositol transporter IolT	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.298406172	19.86765919	34.70130024	1.76E-08	2.01E-07	10.20143978	1	K. pneumoniae	K. pneumoniae MS311R
IolU_1~~~iolU_2	4	conserved	conserved within species	MS02-S_00699	IolU_1~~~iolU_2	MS02-S_00699	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU	nodrug	nodrug	MS366R	MS02S	Kpneumoniae_MS02	1.032331305	23.94543051	22.21450382	3.04E-06	0.000173606	5.436868956	1	K. pneumoniae	K. pneumoniae MS366R
IolU_1~~~iolU_2	4	conserved	conserved within species	PBBIODIN_01233	IolU_1~~~iolU_2	PBBIODIN_01233	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.488415741	24.11015213	38.34684818	6.42E-08	1.75E-06	9.302415463	1	K. pneumoniae	K. pneumoniae MS299R
IolU_1~~~iolU_2	4	conserved	conserved within species	PBBIODIN_01233	IolU_1~~~iolU_2	PBBIODIN_01233	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.372147312	24.05201792	34.9150825	1.93E-06	2.89E-05	5.943536134	1	K. pneumoniae	K. pneumoniae MS274R
IolU_1~~~iolU_2	4	conserved	conserved within species	PBBIODIN_01233	IolU_1~~~iolU_2	PBBIODIN_01233	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.186955934	23.95942223	34.94224647	1.68E-08	1.97E-07	10.25059154	1	K. pneumoniae	K. pneumoniae MS311R
IpdC	4	conserved	conserved across species	2778_00972	Group_1621	2778_00972	Indole-3-pyruvate decarboxylase	nodrug	nodrug	MS72R	2778S	Abaumanii_2778	-1.491395694	23.57407508	-37.04073801	6.46E-21	5.21E-19	37.99704193	1	A. baumannii	A. baumannii MS72R
IpdC	4	conserved	conserved across species	PBBIODIN_01044	IpdC	PBBIODIN_01044	Indole-3-pyruvate decarboxylase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.502391822	21.41780557	-37.50772399	7.25E-08	1.81E-06	9.168110614	1	K. pneumoniae	K. pneumoniae MS299R
IpdC	4	conserved	conserved across species	PBBIODIN_01044	IpdC	PBBIODIN_01044	Indole-3-pyruvate decarboxylase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.541192244	21.39840536	-36.21650201	1.65E-06	2.64E-05	6.126876096	1	K. pneumoniae	K. pneumoniae MS274R
IpdC	4	conserved	conserved across species	PBBIODIN_01044	IpdC	PBBIODIN_01044	Indole-3-pyruvate decarboxylase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.483835351	21.4270838	-47.55014604	2.39E-09	6.08E-08	12.41804863	1	K. pneumoniae	K. pneumoniae MS311R
IscR_2	3	conserved	conserved within species	PBBIODIN_03363	IscR_2	PBBIODIN_03363	HTH-type transcriptional regulator IscR	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.359532879	20.75864406	-30.54719235	2.24E-07	3.48E-06	7.906821464	1	K. pneumoniae	K. pneumoniae MS299R
IscR_2	3	conserved	conserved within species	PBBIODIN_03363	IscR_2	PBBIODIN_03363	HTH-type transcriptional regulator IscR	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.737392096	20.56971445	-52.93331891	3.23E-07	1.27E-05	7.978339848	1	K. pneumoniae	K. pneumoniae MS274R
IscR_2	3	conserved	conserved within species	PBBIODIN_03363	IscR_2	PBBIODIN_03363	HTH-type transcriptional regulator IscR	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.444625781	20.71609761	-36.93645826	1.18E-08	1.53E-07	10.64424894	1	K. pneumoniae	K. pneumoniae MS311R
IutA	3	conserved	conserved within species	PBBIODIN_04255	IutA	PBBIODIN_04255	Ferric aerobactin receptor	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-2.005014517	23.84881501	-51.26374997	1.30E-08	1.03E-06	11.02298181	1	K. pneumoniae	K. pneumoniae MS299R
IutA	3	conserved	conserved within species	PBBIODIN_04255	IutA	PBBIODIN_04255	Ferric aerobactin receptor	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.689129499	24.00675752	-52.98852479	3.22E-07	1.27E-05	7.983264099	1	K. pneumoniae	K. pneumoniae MS274R
IutA	3	conserved	conserved within species	PBBIODIN_04255	IutA	PBBIODIN_04255	Ferric aerobactin receptor	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-2.213245975	23.74469928	-65.06193552	3.28E-10	2.24E-08	14.55618884	1	K. pneumoniae	K. pneumoniae MS311R
KatE	3	conserved	conserved within species	PBBIODIN_04116	KatE	PBBIODIN_04116	Catalase HPII	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.877346357	23.77587406	-40.78700333	4.57E-08	1.48E-06	9.674844573	1	K. pneumoniae	K. pneumoniae MS299R
KatE	3	conserved	conserved within species	PBBIODIN_04116	KatE	PBBIODIN_04116	Catalase HPII	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.878632922	23.77523078	-59.30534569	1.98E-07	1.06E-05	8.5085126	1	K. pneumoniae	K. pneumoniae MS274R
KatE	3	conserved	conserved within species	PBBIODIN_04116	KatE	PBBIODIN_04116	Catalase HPII	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.332590678	24.0482519	-45.63838123	3.10E-09	6.72E-08	12.13227975	1	K. pneumoniae	K. pneumoniae MS311R
KatG	3	conserved	conserved within species	PBBIODIN_00099	KatG	PBBIODIN_00099	Catalase-peroxidase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.165781754	25.99426302	27.70094877	3.84E-07	5.01E-06	7.29822615	1	K. pneumoniae	K. pneumoniae MS299R
KatG	3	conserved	conserved within species	PBBIODIN_00099	KatG	PBBIODIN_00099	Catalase-peroxidase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.213404559	26.01807442	38.2869401	1.30E-06	2.29E-05	6.404098117	1	K. pneumoniae	K. pneumoniae MS274R
KatG	3	conserved	conserved within species	PBBIODIN_00099	KatG	PBBIODIN_00099	Catalase-peroxidase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.201005246	26.01187476	38.04673436	9.82E-09	1.40E-07	10.85383073	1	K. pneumoniae	K. pneumoniae MS311R
Kbp~~~lysM	3	conserved	conserved within species	PBBIODIN_00002	Kbp~~~lysM	PBBIODIN_00002	putative protein YgaU	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.96393671	23.17612313	-49.14164384	1.64E-08	1.04E-06	10.77807347	1	K. pneumoniae	K. pneumoniae MS299R
Kbp~~~lysM	3	conserved	conserved within species	PBBIODIN_00002	Kbp~~~lysM	PBBIODIN_00002	putative protein YgaU	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.805932142	23.25512541	-53.14340753	3.18E-07	1.27E-05	7.997046208	1	K. pneumoniae	K. pneumoniae MS274R
Kbp~~~lysM	3	conserved	conserved within species	PBBIODIN_00002	Kbp~~~lysM	PBBIODIN_00002	putative protein YgaU	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.25359363	23.53129467	-39.02337287	8.36E-09	1.29E-07	11.03290348	1	K. pneumoniae	K. pneumoniae MS311R
LamB	4	conserved	conserved across species	AIL17178.1	WP_000973666.1	AIL17178.1	maltoporin	nodrug	nodrug	MS346R	25922S	Ecoli_25922	-2.34109401	23.37824885	-33.1310959	3.18E-06	8.54E-05	5.65265039	1	E. coli	E. coli MS346R
LamB	4	conserved	conserved across species	AIL17178.1	WP_000973666.1	AIL17178.1	maltoporin	nodrug	nodrug	MS511R	25922S	Ecoli_25922	-2.405232657	23.34617953	-58.75539991	4.89E-10	1.05E-07	14.17360997	1	E. coli	E. coli MS511R
LamB	4	conserved	conserved across species	AIL17178.1	WP_000973666.1	AIL17178.1	maltoporin	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-2.445170855	23.32621043	-84.4920471	1.07E-06	0.000508986	6.908801989	1	E. coli	E. coli MS529R
LamB	4	conserved	conserved across species	PBBIODIN_03882	LamB	PBBIODIN_03882	Maltoporin	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.017116941	27.67541227	30.64815318	3.37E-06	3.94E-05	5.28580927	1	K. pneumoniae	K. pneumoniae MS274R
LldD_2	3	conserved	conserved within species	PBBIODIN_02325	LldD_2	PBBIODIN_02325	L-lactate dehydrogenase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.249869011	24.43861343	-30.60950349	2.22E-07	3.46E-06	7.91945712	1	K. pneumoniae	K. pneumoniae MS299R
LldD_2	3	conserved	conserved within species	PBBIODIN_02325	LldD_2	PBBIODIN_02325	L-lactate dehydrogenase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.166773069	24.48016141	-28.23001019	4.79E-06	4.86E-05	4.86795314	1	K. pneumoniae	K. pneumoniae MS274R
LldD_2	3	conserved	conserved within species	PBBIODIN_02325	LldD_2	PBBIODIN_02325	L-lactate dehydrogenase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.122540594	24.50227764	-34.44365353	1.84E-08	2.07E-07	10.14848476	1	K. pneumoniae	K. pneumoniae MS311R
LpdC	2	conserved	conserved within species	PRZ_01020	LpdC	PRZ_01020	Gallate decarboxylase	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	-1.336906283	17.62263628	-29.94585282	3.09E-06	5.01E-05	5.463385668	1	K. pneumoniae	K. pneumoniae MS530R
LpdC	2	conserved	conserved within species	PRZ_01020	LpdC	PRZ_01020	Gallate decarboxylase	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	-1.282610153	17.64978435	-30.04986063	1.36E-13	1.84E-12	21.30895136	1	K. pneumoniae	K. pneumoniae MS493R
LpxA	2	conserved	conserved within species	PRZ_04084	LpxA	PRZ_04084	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	1.782404828	21.91220297	36.984573	1.23E-06	3.12E-05	6.525727112	1	K. pneumoniae	K. pneumoniae MS530R
LpxA	2	conserved	conserved within species	PRZ_04084	LpxA	PRZ_04084	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.75386262	21.89793187	40.92156768	2.36E-15	5.30E-14	25.5749436	1	K. pneumoniae	K. pneumoniae MS493R
LsrF_2	3	conserved	conserved within species	PBBIODIN_01245	LsrF_2	PBBIODIN_01245	"3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase"	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-2.079818619	22.46128008	-53.47847439	1.03E-08	9.82E-07	11.26568231	1	K. pneumoniae	K. pneumoniae MS299R
LsrF_2	3	conserved	conserved within species	PBBIODIN_01245	LsrF_2	PBBIODIN_01245	"3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase"	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-2.170362375	22.41600821	-67.9248089	1.11E-07	8.47E-06	9.121043874	1	K. pneumoniae	K. pneumoniae MS274R
LsrF_2	3	conserved	conserved within species	PBBIODIN_01245	LsrF_2	PBBIODIN_01245	"3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase"	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.602302136	22.70003833	-48.67536609	2.06E-09	5.51E-08	12.58041682	1	K. pneumoniae	K. pneumoniae MS311R
LsrG	3	conserved	conserved within species	PBBIODIN_01246	LsrG	PBBIODIN_01246	"(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase"	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.851141177	18.74027156	-48.29301778	1.80E-08	1.06E-06	10.67652529	1	K. pneumoniae	K. pneumoniae MS299R
LsrG	3	conserved	conserved within species	PBBIODIN_01246	LsrG	PBBIODIN_01246	"(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase"	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.97012002	18.68078214	-50.57631349	3.93E-07	1.27E-05	7.762130856	1	K. pneumoniae	K. pneumoniae MS274R
LsrG	3	conserved	conserved within species	PBBIODIN_01246	LsrG	PBBIODIN_01246	"(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase"	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.1662853	19.0826995	-27.95564968	6.88E-08	5.30E-07	8.659579825	1	K. pneumoniae	K. pneumoniae MS311R
LysA	3	conserved	conserved within species	PBBIODIN_01550	LysA	PBBIODIN_01550	Diaminopimelate decarboxylase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.740225031	22.35112389	43.22780993	3.32E-08	1.33E-06	10.02270137	1	K. pneumoniae	K. pneumoniae MS299R
LysA	3	conserved	conserved within species	PBBIODIN_01550	LysA	PBBIODIN_01550	Diaminopimelate decarboxylase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.603847592	22.28293517	43.84481118	7.25E-07	1.69E-05	7.072388422	1	K. pneumoniae	K. pneumoniae MS274R
LysA	3	conserved	conserved within species	PBBIODIN_01550	LysA	PBBIODIN_01550	Diaminopimelate decarboxylase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.855224572	22.40862366	63.7160117	3.75E-10	2.39E-08	14.41671027	1	K. pneumoniae	K. pneumoniae MS311R
LysU	2	conserved	conserved within species	PBBIODIN_05170	LysU	PBBIODIN_05170	"Lysine--tRNA ligase, heat inducible"	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.008583414	27.56774931	26.15139	5.27E-07	6.35E-06	6.938342083	1	K. pneumoniae	K. pneumoniae MS299R
LysU	2	conserved	conserved within species	PBBIODIN_05170	LysU	PBBIODIN_05170	"Lysine--tRNA ligase, heat inducible"	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.820287456	27.97360134	50.82749255	3.85E-07	1.27E-05	7.785741674	1	K. pneumoniae	K. pneumoniae MS274R
MaiA	2	conserved	conserved within species	2778_00068	MaiA	2778_00068	Maleylpyruvate isomerase	nodrug	nodrug	MS72R	2778S	Abaumanii_2778	-1.475046607	22.09937308	-36.25572259	1.01E-20	7.28E-19	37.5347339	1	A. baumannii	A. baumannii MS72R
MaiA	2	conserved	conserved within species	D0CFD1	MaiA	maiA	Maleylacetoacetate isomerase	nodrug	nodrug	MS69R	19606S	Acinetobacter baumannii (strain ATCC 19606 / DSM 30007 / JCM 6841 / CCUG 19606 / CIP 70.34 / NBRC 109757 / NCIMB 12457 / NCTC 12156 / 81) OX=575584	-1.188083613	22.32267499	-33.02611145	6.77E-06	0.000671924	5.074129629	1	A. baumannii	A. baumannii MS69R
MalK	4	conserved	conserved across species	AIL14515.1	WP_001314343.1	AIL14515.1	maltose/maltodextrin import ATP-binding protein MalK	nodrug	nodrug	MS346R	25922S	Ecoli_25922	-2.136454118	21.12605199	-35.40707034	2.41E-06	7.50E-05	5.964393812	1	E. coli	E. coli MS346R
MalK	4	conserved	conserved across species	AIL14515.1	WP_001314343.1	AIL14515.1	maltose/maltodextrin import ATP-binding protein MalK	nodrug	nodrug	MS511R	25922S	Ecoli_25922	-2.132872622	21.12784274	-56.41677968	6.35E-10	1.13E-07	13.9180135	1	E. coli	E. coli MS511R
MalK	4	conserved	conserved across species	AIL14515.1	WP_001314343.1	AIL14515.1	maltose/maltodextrin import ATP-binding protein MalK	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-2.09555238	21.14650286	-50.36574673	6.05E-06	0.000554281	5.338721193	1	E. coli	E. coli MS529R
MalK	4	conserved	conserved across species	PBBIODIN_03881	MalK~~~malK_2	PBBIODIN_03881	Maltose/maltodextrin import ATP-binding protein MalK	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.328175287	25.1675963	41.68163158	9.01E-07	1.97E-05	6.824317356	1	K. pneumoniae	K. pneumoniae MS274R
MalP_4	1	strain-specific	strain-specific	MS02-S_01914	MalP_4	MS02-S_01914	PTS system maltose-specific EIICB component	nodrug	nodrug	MS366R	MS02S	Kpneumoniae_MS02	-1.260427445	21.0694208	-28.09076529	9.34E-07	7.31E-05	6.750557708	1	K. pneumoniae	K. pneumoniae MS366R
MalS	1	strain-specific	strain-specific	PRZ_03547	MalS	PRZ_03547	Periplasmic alpha-amylase	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	-1.102881664	21.81191548	-24.43838533	2.02E-12	1.98E-11	18.44937016	1	K. pneumoniae	K. pneumoniae MS493R
MalY	3	conserved	conserved within species	PBBIODIN_02858	MalY	PBBIODIN_02858	Protein MalY	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.458011834	21.67998876	35.07254036	1.05E-07	2.15E-06	8.758485986	1	K. pneumoniae	K. pneumoniae MS299R
MalY	3	conserved	conserved within species	PBBIODIN_02858	MalY	PBBIODIN_02858	Protein MalY	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.279331981	21.59064883	36.92389244	1.52E-06	2.51E-05	6.223519614	1	K. pneumoniae	K. pneumoniae MS274R
MalY	3	conserved	conserved within species	PBBIODIN_02858	MalY	PBBIODIN_02858	Protein MalY	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.453912988	21.67793933	47.50214819	2.41E-09	6.08E-08	12.41102894	1	K. pneumoniae	K. pneumoniae MS311R
ManC1	5	conserved	conserved across species	AIL17095.1	WP_000079263.1	AIL17095.1	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.990898234	19.7091133	35.48581035	2.38E-06	7.50E-05	5.974752692	1	E. coli	E. coli MS346R
ManC1	5	conserved	conserved across species	AIL17095.1	WP_000079263.1	AIL17095.1	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	nodrug	nodrug	MS511R	25922S	Ecoli_25922	2.507206594	19.96726748	57.9469624	5.34E-10	1.05E-07	14.08677397	1	E. coli	E. coli MS511R
ManC1	5	conserved	conserved across species	AIL17095.1	WP_000079263.1	AIL17095.1	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	nodrug	nodrug	MS529R	25922S	Ecoli_25922	1.111764664	19.26954652	20.03706212	0.000131685	0.001372732	1.748497973	1	E. coli	E. coli MS529R
ManC1	5	conserved	conserved across species	PRZ_02312	ManC1	PRZ_02312	Mannose-1-phosphate guanylyltransferase 1	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	1.560368968	24.1662838	19.79711644	1.87E-05	0.000169261	3.329213004	1	K. pneumoniae	K. pneumoniae MS530R
ManC1	5	conserved	conserved across species	PRZ_02312	ManC1	PRZ_02312	Mannose-1-phosphate guanylyltransferase 1	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.65934255	24.21577059	36.79648743	9.56E-15	1.82E-13	24.11030364	1	K. pneumoniae	K. pneumoniae MS493R
ManX	4	conserved	conserved across species	AIL16450.1	WP_000150543.1	AIL16450.1	PTS system mannose-specific EIIAB component	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-1.054852272	22.93764846	-35.74068741	1.91E-05	0.0007344	4.078789627	1	E. coli	E. coli MS529R
ManX	4	conserved	conserved across species	PBBIODIN_00629	ManX	PBBIODIN_00629	PTS system mannose-specific EIIAB component	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.686166835	27.23781957	37.56490045	7.19E-08	1.81E-06	9.177368613	1	K. pneumoniae	K. pneumoniae MS299R
ManX	4	conserved	conserved across species	PBBIODIN_00629	ManX	PBBIODIN_00629	PTS system mannose-specific EIIAB component	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.65767274	27.22357252	48.01999063	4.91E-07	1.48E-05	7.513612528	1	K. pneumoniae	K. pneumoniae MS274R
ManX	4	conserved	conserved across species	PBBIODIN_00629	ManX	PBBIODIN_00629	PTS system mannose-specific EIIAB component	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.210656075	27.00006419	32.30086192	2.76E-08	2.78E-07	9.691380543	1	K. pneumoniae	K. pneumoniae MS311R
ManZ_3	3	conserved	conserved within species	PBBIODIN_00631	ManZ_3	PBBIODIN_00631	PTS system mannose-specific EIID component	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.409750259	25.35847227	27.77962764	3.78E-07	4.99E-06	7.315928524	1	K. pneumoniae	K. pneumoniae MS299R
ManZ_3	3	conserved	conserved within species	PBBIODIN_00631	ManZ_3	PBBIODIN_00631	PTS system mannose-specific EIID component	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.41566058	25.36142743	34.7511811	1.97E-06	2.90E-05	5.919917222	1	K. pneumoniae	K. pneumoniae MS274R
ManZ_3	3	conserved	conserved within species	PBBIODIN_00631	ManZ_3	PBBIODIN_00631	PTS system mannose-specific EIID component	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.147587134	25.2273907	38.1387141	9.67E-09	1.39E-07	10.87090244	1	K. pneumoniae	K. pneumoniae MS311R
