Label,Area,Perimeter,Circularity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Centroid.X,Centroid.Y,Ellipse.Center.X,Ellipse.Center.Y,Ellipse.Radius1,Ellipse.Radius2,Ellipse.Orientation,Ellipse.Elong,ConvexArea,Convexity,MaxFeretDiam,MaxFeretDiamAngle,OBox.Center.X,OBox.Center.Y,OBox.Length,OBox.Width,OBox.Orientation,GeodesicDiameter,Tortuosity,InscrDisc.Center.X,InscrDisc.Center.Y,InscrDisc.Radius,AverageThickness,GeodesicElongation,Mask_Path
158,830,288.161,0.126,6,465,754,719,744,652.276,728.084,652.276,728.084,182.646,9.217,1.079,19.817,5207,0.159,289.292,2.576,609.500,731.500,289.000,25.000,0.000,Infinity,Infinity,645,729,5,6.421,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
159,1505,461.056,0.089,7,562,1226,721,751,910.187,732.350,910.187,732.350,455.948,11.347,-0.559,40.181,16097,0.093,664.244,178.447,894.009,736.158,664.027,29.322,179.913,Infinity,Infinity,1171,727,6,6.773,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
160,1240,400.302,0.097,6,430,853,723,755,615.286,733.857,615.286,733.857,319.627,13.016,0.120,24.556,11781,0.105,423.058,179.052,641.500,739.000,423.000,32.000,0.000,Infinity,Infinity,835,732,5,6.167,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
161,1461,392.296,0.119,5,618,969,726,772,813.516,741.632,813.516,741.632,258.303,18.691,1.500,13.819,12179,0.120,351.569,176.739,793.500,749.000,351.000,46.000,0.000,Infinity,Infinity,882,735,7,7.382,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
162,1169,400.111,0.092,7,424,952,728,756,753.638,738.992,753.638,738.992,417.082,11.615,0.517,35.909,12623,0.093,528.115,178.807,688.012,742.495,528.020,27.996,179.890,Infinity,Infinity,853,732,4,5.977,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
163,1241,349.662,0.128,6,397,915,730,758,663.228,740.992,663.228,740.992,322.900,12.140,0.172,26.598,11859,0.105,518.078,179.005,656.000,744.000,518.000,28.000,0.000,Infinity,Infinity,725,740,9,7.430,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
164,1173,355.771,0.116,6,409,1221,732,761,745.496,742.634,745.496,742.634,645.260,10.675,-0.089,60.446,18441,0.064,812.089,0.847,814.949,742.727,812.014,27.093,179.318,Infinity,Infinity,1188,737,5,6.750,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
165,1280,411.662,0.095,6,440,920,734,765,644.470,746.237,644.470,746.237,302.227,14.402,-0.304,20.985,12598,0.102,480.037,179.284,680.047,748.552,480.026,30.576,179.685,Infinity,Infinity,463,759,5,6.386,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
166,1038,357.841,0.102,6,496,957,736,763,770.624,747.897,770.624,747.897,265.349,11.918,0.378,22.264,10544,0.098,461.017,179.503,726.462,749.301,461.004,26.707,0.262,Infinity,Infinity,854,743,5,5.446,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
167,1239,384.196,0.105,6,451,926,738,763,701.585,748.364,701.585,748.364,349.176,9.927,-0.035,35.173,10421,0.119,475.017,179.518,688.561,750.197,475.016,23.551,179.619,Infinity,Infinity,829,745,7,6.609,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
168,1358,407.235,0.103,6,466,940,741,772,681.993,754.102,681.993,754.102,332.729,13.529,0.442,24.593,13320,0.102,474.128,1.329,703.029,756.707,474.007,30.423,179.878,Infinity,Infinity,563,748,6,6.788,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
169,919,288.716,0.139,5,437,900,745,768,682.826,754.703,682.826,754.703,329.491,10.017,0.031,32.894,9499,0.097,463.039,179.258,668.500,756.500,463.000,23.000,0.000,Infinity,Infinity,683,757,8,6.259,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
170,1488,418.001,0.107,6,400,886,748,776,599.481,760.743,599.481,760.743,342.144,12.567,0.306,27.226,12904,0.115,486.148,178.586,643.000,762.000,486.000,28.000,0.000,Infinity,Infinity,430,757,8,7.262,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
171,1112,385.402,0.094,7,468,905,749,784,714.790,760.692,714.790,760.692,297.420,13.152,0.175,22.614,11457,0.097,437.073,178.951,686.571,767.405,437.039,34.356,179.671,Infinity,Infinity,474,759,5,6.121,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
172,1022,260.370,0.189,5,479,929,753,779,676.566,762.954,676.566,762.954,378.611,10.852,0.408,34.889,10178,0.100,450.028,0.637,704.000,766.000,450.000,26.000,0.000,Infinity,Infinity,513,761,8,8.181,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
173,1408,403.213,0.109,6,727,945,754,792,805.615,769.188,805.615,769.188,151.594,15.597,1.186,9.719,7396,0.190,219.429,6.542,835.986,772.970,218.235,36.037,0.562,Infinity,Infinity,736,764,8,7.430,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
174,1233,412.234,0.091,7,412,950,758,786,658.522,769.534,658.522,769.534,381.440,11.465,0.586,33.270,12990,0.095,538.410,2.235,681.019,772.474,538.010,27.985,179.876,Infinity,Infinity,546,764,5,5.971,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
175,993,302.640,0.136,5,457,930,762,791,689.212,774.708,689.212,774.708,375.212,12.001,0.490,31.266,12089,0.082,473.238,1.816,693.500,776.500,473.000,29.000,0.000,Infinity,Infinity,470,771,7,6.760,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
176,1596,392.487,0.130,4,404,849,765,801,539.608,776.250,539.608,776.250,257.889,12.911,-1.114,19.975,10555,0.151,445.040,0.772,626.524,783.106,445.004,35.244,179.863,Infinity,Infinity,499,774,7,7.662,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
177,1369,433.495,0.092,6,447,893,767,798,683.010,778.534,683.010,778.534,284.465,13.410,-0.110,21.213,12285,0.111,446.220,1.798,670.067,781.753,446.010,29.710,179.583,Infinity,Infinity,462,779,5,6.482,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
178,1118,345.600,0.118,5,515,923,771,803,738.798,781.962,738.798,781.962,308.623,11.222,1.220,27.501,8707,0.128,408.314,2.246,719.101,779.621,408.311,30.143,2.437,Infinity,Infinity,550,776,5,6.633,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
179,1255,406.759,0.095,6,438,851,774,800,685.714,783.392,685.714,783.392,252.187,11.544,0.229,21.845,8944,0.140,413.174,1.664,644.500,787.000,413.000,26.000,0.000,Infinity,Infinity,446,779,5,6.231,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
180,1427,439.739,0.093,7,562,972,774,805,782.066,787.848,782.066,787.848,283.259,13.134,0.689,21.566,10518,0.136,410.537,2.932,767.013,788.695,410.139,30.581,0.406,Infinity,Infinity,603,785,7,6.740,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
181,1133,371.035,0.103,6,478,907,778,810,732.430,791.127,732.430,791.127,298.264,13.314,0.592,22.401,11374,0.100,429.671,3.202,692.513,795.217,428.923,31.999,179.669,Infinity,Infinity,745,791,5,6.015,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
182,1314,378.754,0.115,5,438,768,781,812,568.955,792.175,568.955,792.175,229.955,13.034,-0.185,17.642,8811,0.149,330.438,2.949,603.074,793.800,330.275,29.954,1.153,Infinity,Infinity,498,794,8,7.000,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
183,1264,410.361,0.094,6,460,970,783,821,749.618,797.844,749.618,797.844,287.812,15.677,0.400,18.358,14901,0.085,510.564,2.694,714.993,802.147,510.072,37.744,0.177,Infinity,Infinity,625,787,4,6.030,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
184,1180,371.590,0.107,6,513,900,786,816,773.836,797.917,773.836,797.917,283.143,12.350,0.856,22.926,9399,0.126,387.743,3.549,706.500,801.000,387.000,30.000,0.000,Infinity,Infinity,877,802,7,6.488,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
185,1306,393.368,0.106,5,521,952,789,823,779.714,799.474,779.714,799.474,281.955,11.873,1.508,23.747,9204,0.142,431.613,3.055,736.973,793.588,431.604,33.999,3.423,Infinity,Infinity,689,794,5,6.431,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
186,1178,377.548,0.104,6,541,943,791,822,724.708,803.371,724.708,803.371,253.069,12.533,0.872,20.193,10289,0.114,402.548,2.990,742.020,806.725,401.972,30.769,179.685,Infinity,Infinity,547,799,5,6.475,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
187,1127,370.328,0.103,6,556,893,793,818,723.529,804.717,723.529,804.717,253.172,10.132,0.675,24.986,7324,0.154,337.148,1.700,724.541,804.207,337.073,24.820,0.488,Infinity,Infinity,576,801,5,6.102,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
188,1360,361.134,0.131,5,477,836,796,831,631.245,809.754,631.245,809.754,245.286,14.486,-1.019,16.932,9898,0.137,359.006,0.319,656.549,813.325,358.997,34.059,179.773,Infinity,Infinity,533,805,8,7.741,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
189,987,329.320,0.114,6,472,987,799,827,727.831,810.839,727.831,810.839,407.617,11.410,0.453,35.724,13033,0.076,515.388,2.224,729.500,813.000,515.000,28.000,0.000,Infinity,Infinity,974,807,5,6.410,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
190,1358,405.339,0.104,6,490,922,802,832,724.920,814.627,724.920,814.627,327.382,13.131,0.067,24.931,11973,0.113,432.463,2.651,706.002,815.700,432.134,29.540,0.417,Infinity,Infinity,499,816,8,6.930,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
191,1166,388.695,0.097,7,451,913,805,834,672.554,815.467,672.554,815.467,289.119,11.672,0.812,24.771,11504,0.101,462.391,2.355,682.000,819.500,462.000,29.000,0.000,Infinity,Infinity,461,810,5,6.600,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
192,1120,340.641,0.121,4,560,980,806,839,703.504,817.950,703.504,817.950,314.504,12.946,-0.366,24.294,10547,0.106,420.268,2.045,769.920,816.174,419.444,31.844,178.035,Infinity,Infinity,567,817,7,6.295,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
193,1333,417.922,0.096,7,442,905,809,836,693.351,821.045,693.351,821.045,321.501,12.120,-0.286,26.526,11933,0.112,463.476,177.403,673.500,822.500,463.000,27.000,0.000,Infinity,Infinity,449,820,7,6.574,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
194,1160,385.553,0.098,7,469,937,810,838,723.657,822.672,723.657,822.672,308.633,11.166,0.069,27.642,11387,0.102,468.068,0.979,703.047,825.206,468.003,27.452,179.626,Infinity,Infinity,595,819,5,6.294,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
195,1257,390.765,0.103,5,461,855,813,840,695.584,825.998,695.584,825.998,245.937,12.361,-0.028,19.896,9795,0.128,394.614,3.196,658.000,826.500,394.000,27.000,0.000,Infinity,Infinity,827,822,5,6.104,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
196,1376,426.141,0.095,6,478,958,815,845,777.686,828.495,777.686,828.495,301.233,12.631,0.244,23.849,12541,0.110,480.067,179.045,718.000,830.000,480.000,30.000,0.000,Infinity,Infinity,893,825,5,6.250,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
197,1302,425.720,0.090,7,453,964,817,847,751.697,829.859,751.697,829.859,292.750,12.223,-0.268,23.950,12580,0.103,511.192,178.431,708.514,831.661,511.066,29.896,179.703,Infinity,Infinity,777,827,5,6.287,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
198,1060,340.602,0.115,5,531,701,821,852,618.406,833.885,618.406,833.885,119.474,12.757,-0.795,9.366,4350,0.244,170.106,2.021,616.000,836.500,170.000,31.000,0.000,Infinity,Infinity,676,830,7,5.976,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
199,1591,415.280,0.116,6,493,984,822,859,747.552,836.771,747.552,836.771,372.191,15.549,-0.374,23.936,15807,0.101,491.147,178.600,738.593,838.792,491.108,34.842,179.314,Infinity,Infinity,966,835,8,7.957,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
200,1428,441.500,0.092,7,505,1532,826,859,813.845,840.046,813.845,840.046,665.593,12.629,-0.416,52.706,24396,0.059,1027.018,179.665,1018.475,843.738,1027.007,32.992,0.150,Infinity,Infinity,1514,834,5,6.778,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
201,1192,322.561,0.144,4,467,917,831,862,737.817,842.461,737.817,842.461,352.374,13.120,0.112,26.858,11375,0.105,450.071,178.982,692.000,846.500,450.000,31.000,0.000,Infinity,Infinity,874,838,7,7.470,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
202,1626,471.782,0.092,7,450,1506,833,867,807.038,845.889,807.038,845.889,598.363,13.218,-0.418,45.270,26499,0.061,1056.121,179.132,978.000,850.000,1056.000,34.000,0.000,Infinity,Infinity,456,846,7,7.406,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
203,1401,389.654,0.116,5,577,1546,835,868,877.287,848.358,877.287,848.358,575.158,11.863,-0.439,48.482,21543,0.065,969.167,178.936,1061.309,843.799,969.167,30.442,178.925,Infinity,Infinity,857,845,7,7.376,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
204,1307,417.120,0.094,5,513,939,839,874,645.990,851.948,645.990,851.948,235.013,14.070,-0.568,16.703,11627,0.112,426.339,177.715,726.000,856.500,426.000,35.000,0.000,Infinity,Infinity,517,849,5,6.200,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
205,1328,364.870,0.125,6,521,1533,843,881,793.502,856.639,793.502,856.639,740.894,16.987,-0.541,43.616,25619,0.052,1012.018,0.340,1027.102,856.473,1011.878,37.894,179.265,Infinity,Infinity,592,866,8,7.982,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
206,1197,373.565,0.108,6,535,1550,846,876,1060.561,858.112,1060.561,858.112,694.213,12.413,0.057,55.927,27763,0.043,1015.018,0.339,1042.514,860.802,1014.999,29.920,179.912,Infinity,Infinity,845,853,5,6.683,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
207,1613,509.974,0.078,7,469,1541,849,886,747.731,862.915,747.731,862.915,740.730,16.435,-0.177,45.070,30933,0.052,1072.023,179.626,1004.984,867.967,1071.999,36.943,0.054,Infinity,Infinity,475,853,5,6.267,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
208,1540,390.210,0.127,4,623,1530,853,883,1025.586,865.968,1025.586,865.968,686.766,13.950,0.090,49.230,25850,0.060,907.055,179.368,1076.512,867.540,907.012,29.973,179.930,Infinity,Infinity,1517,862,8,7.094,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
209,1327,386.782,0.111,6,490,1569,854,887,1193.404,866.622,1193.404,866.622,784.353,12.575,0.154,62.375,26966,0.049,1079.204,1.115,1029.604,864.804,1079.164,32.880,0.617,Infinity,Infinity,1552,860,6,7.327,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
210,1437,436.272,0.095,7,450,1492,857,894,692.511,871.513,692.511,871.513,669.296,15.944,-0.407,41.977,28201,0.051,1042.048,179.450,971.045,867.544,1042.013,34.923,178.980,Infinity,Infinity,463,884,7,6.626,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
211,1133,352.439,0.115,6,517,1550,860,889,804.174,871.835,804.174,871.835,692.470,11.321,0.256,61.167,26139,0.043,1033.008,179.778,1033.471,875.402,1033.004,28.140,0.186,Infinity,Infinity,525,871,8,6.514,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
212,928,313.787,0.118,6,468,873,864,893,649.498,874.839,649.498,874.839,296.625,11.502,0.872,25.790,10031,0.093,405.278,2.121,670.606,875.537,405.202,27.996,1.015,Infinity,Infinity,865,878,6,6.312,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
213,1355,408.060,0.102,6,478,1554,867,893,1195.899,878.003,1195.899,878.003,770.734,10.466,0.312,73.645,23110,0.059,1076.046,0.532,1016.000,880.000,1076.000,26.000,0.000,Infinity,Infinity,922,881,6,6.696,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
214,1395,298.982,0.196,4,475,1534,871,903,1274.852,884.613,1274.852,884.613,779.484,13.431,0.310,58.036,27754,0.050,1059.038,179.513,1004.508,887.475,1059.008,31.988,179.943,Infinity,Infinity,1479,886,11,10.143,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
215,1299,405.379,0.099,5,592,1559,877,903,806.775,886.534,806.775,886.534,602.979,11.433,0.154,52.739,22677,0.057,967.005,0.178,1075.500,890.000,967.000,26.000,0.000,Infinity,Infinity,639,883,5,6.264,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
216,1601,395.113,0.129,5,507,1506,878,909,934.474,890.827,934.474,890.827,726.254,11.789,0.409,61.603,25014,0.064,999.008,0.229,1006.471,892.900,999.008,29.070,0.210,Infinity,Infinity,903,889,11,8.069,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
217,1534,418.612,0.110,6,485,1564,882,907,983.774,892.022,983.774,892.022,944.634,8.543,0.140,110.572,22975,0.067,1079.038,0.478,1024.493,894.393,1079.010,24.014,0.066,Infinity,Infinity,495,889,6,7.782,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
218,1202,353.589,0.121,6,609,1543,887,912,1037.633,896.294,1037.633,896.294,742.171,9.661,0.187,76.823,19886,0.060,934.013,179.693,1076.000,899.500,934.000,25.000,0.000,Infinity,Infinity,1005,895,7,7.283,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
219,1783,428.418,0.122,5,458,1460,891,916,933.618,900.221,933.618,900.221,892.133,9.792,0.085,91.109,23362,0.076,1002.050,179.428,959.000,903.500,1002.000,25.000,0.000,Infinity,Infinity,471,900,9,8.626,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
220,1290,355.176,0.129,5,885,1550,895,928,1372.136,909.489,1372.136,909.489,463.862,13.388,0.364,34.647,15448,0.084,665.027,0.517,1217.500,911.500,665.000,33.000,0.000,Infinity,Infinity,1539,908,8,7.569,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
221,1507,401.278,0.118,4,1374,1532,901,932,1459.028,913.107,1459.028,913.107,88.038,14.649,2.740,6.010,3901,0.386,158.316,3.621,1453.000,916.500,158.000,31.000,0.000,Infinity,Infinity,1461,911,8,7.187,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
222,1520,362.760,0.145,1,1332,1499,907,940,1415.053,918.670,1415.053,918.670,110.092,11.449,3.141,9.616,4019,0.378,167.242,3.085,1415.511,924.007,166.988,32.999,179.588,Infinity,Infinity,1490,925,9,7.250,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
223,1141,344.259,0.121,6,1319,1550,914,943,1445.914,927.404,1445.914,927.404,165.550,10.522,-0.501,15.734,4930,0.231,231.262,177.274,1434.500,928.500,231.000,29.000,0.000,Infinity,Infinity,1544,926,6,6.868,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
224,1754,479.288,0.096,6,1353,1550,923,964,1463.448,936.739,1463.448,936.739,115.895,13.822,5.593,8.385,4735,0.370,197.914,5.509,1451.010,939.376,197.897,36.955,4.764,Infinity,Infinity,1430,933,8,7.343,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
225,1454,417.406,0.105,5,1352,1519,929,964,1435.044,943.310,1435.044,943.310,93.249,15.584,3.017,5.984,4358,0.334,167.505,4.451,1435.500,946.500,167.000,35.000,0.000,Infinity,Infinity,1397,940,8,6.853,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
226,1409,358.912,0.137,4,1340,1493,933,969,1422.678,948.951,1422.678,948.951,98.857,15.339,4.095,6.445,4474,0.315,153.639,5.228,1416.500,951.000,153.000,36.000,0.000,Infinity,Infinity,1484,947,8,7.612,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
227,1415,387.219,0.119,5,1368,1521,939,982,1450.630,960.847,1450.630,960.847,110.491,18.009,0.945,6.135,5833,0.243,153.760,169.129,1444.566,959.957,152.911,42.242,0.830,Infinity,Infinity,1408,957,6,7.197,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
228,1556,303.481,0.212,3,1412,1511,954,996,1449.501,973.616,1449.501,973.616,54.604,18.973,-3.280,2.878,3506,0.444,104.062,160.346,1461.557,974.499,99.656,41.239,178.698,Infinity,Infinity,1455,968,11,10.841,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
229,1196,349.123,0.123,5,1374,1497,962,1000,1435.130,979.059,1435.130,979.059,80.201,15.788,1.342,5.080,3957,0.302,124.310,171.674,1435.617,981.849,122.969,36.386,1.828,Infinity,Infinity,1407,976,8,6.667,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
230,1599,440.445,0.104,6,1379,1541,969,1016,1447.935,990.743,1447.935,990.743,102.898,18.644,-1.408,5.519,6149,0.260,163.110,173.311,1460.000,992.500,162.000,47.000,0.000,Infinity,Infinity,1391,984,8,7.331,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
231,1612,390.266,0.133,3,1364,1530,980,1025,1455.834,999.629,1455.834,999.629,120.369,19.376,-2.523,6.212,6197,0.260,170.074,167.435,1447.261,1005.609,167.428,44.532,177.553,Infinity,Infinity,1404,995,8,7.696,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
232,1510,447.537,0.095,5,1400,1512,992,1031,1459.623,1008.872,1459.623,1008.872,60.673,16.665,-0.128,3.641,3414,0.442,112.285,175.914,1456.101,1011.147,111.856,38.434,1.507,Infinity,Infinity,1459,999,5,6.603,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
233,1571,488.522,0.083,7,1371,1535,998,1052,1445.049,1018.043,1445.049,1018.043,107.758,20.342,-3.840,5.297,6344,0.248,165.605,172.017,1453.078,1025.057,164.152,53.114,179.613,Infinity,Infinity,1529,1005,5,6.401,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
234,1511,338.706,0.166,4,1362,1481,1008,1049,1428.604,1029.627,1428.604,1029.627,72.013,15.793,-3.011,4.560,3813,0.396,119.942,7.184,1421.484,1029.762,118.588,38.184,176.100,Infinity,Infinity,1463,1026,10,8.939,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
235,1415,329.225,0.164,4,1402,1539,1021,1055,1485.246,1035.342,1485.246,1035.342,87.303,14.273,0.503,6.117,4021,0.352,137.525,5.006,1470.500,1038.000,137.000,34.000,0.000,Infinity,Infinity,1521,1032,11,9.210,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
236,1391,414.859,0.102,6,1374,1546,1031,1068,1467.374,1045.707,1467.374,1045.707,107.757,14.570,0.548,7.396,5597,0.249,173.159,6.633,1460.000,1049.500,172.000,37.000,0.000,Infinity,Infinity,1481,1045,7,6.866,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
237,1371,319.189,0.169,4,1359,1536,1041,1077,1460.874,1057.105,1460.874,1057.105,110.115,13.524,-0.723,8.142,5283,0.260,177.071,178.382,1447.621,1058.017,177.070,33.679,178.462,Infinity,Infinity,1463,1055,10,9.076,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
238,1382,407.521,0.105,5,1368,1517,1049,1087,1436.365,1064.208,1436.365,1064.208,97.300,16.573,-0.422,5.871,4920,0.281,149.164,2.690,1442.500,1068.000,149.000,38.000,0.000,Infinity,Infinity,1503,1067,6,6.396,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
239,1521,408.211,0.115,5,1354,1513,1058,1096,1438.576,1076.318,1438.576,1076.318,99.741,17.013,1.556,5.863,4836,0.315,160.801,8.584,1433.684,1076.273,159.814,36.699,2.231,Infinity,Infinity,1486,1073,8,7.181,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
240,1003,312.120,0.129,4,1416,1530,1066,1096,1470.951,1078.828,1470.951,1078.828,70.472,12.560,-0.746,5.611,2799,0.358,114.529,174.489,1473.261,1080.510,114.370,29.798,177.510,Infinity,Infinity,1514,1082,6,6.404,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
241,1611,438.493,0.105,6,1342,1537,1070,1111,1429.907,1088.725,1429.907,1088.725,122.208,15.807,-1.024,7.731,6630,0.243,197.294,171.254,1439.559,1091.507,195.480,39.977,179.029,Infinity,Infinity,1411,1087,8,7.247,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
242,1418,419.397,0.101,5,1349,1533,1086,1114,1431.843,1099.299,1431.843,1099.299,121.070,12.040,-0.272,10.056,4365,0.325,184.391,176.269,1441.000,1100.000,184.000,28.000,0.000,Infinity,Infinity,1482,1093,5,6.539,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
243,1479,423.476,0.104,5,1329,1511,1093,1131,1430.912,1109.438,1430.912,1109.438,100.172,15.544,-4.349,6.444,5309,0.279,184.296,170.947,1420.000,1112.000,182.000,38.000,0.000,Infinity,Infinity,1413,1103,5,6.625,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
244,1433,398.866,0.113,4,1337,1528,1103,1134,1438.911,1115.993,1438.911,1115.993,127.207,14.092,0.234,9.027,5316,0.270,192.380,173.134,1432.510,1118.363,190.897,30.422,0.356,Infinity,Infinity,1519,1114,6,6.832,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
245,1617,339.166,0.177,2,1348,1513,1109,1145,1440.220,1122.892,1440.220,1122.892,104.523,13.630,1.583,7.669,4117,0.393,165.511,175.495,1430.611,1127.258,165.151,35.921,179.275,Infinity,Infinity,1373,1118,8,9.106,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
246,1107,263.663,0.200,2,1342,1441,1120,1157,1394.393,1134.277,1394.393,1134.277,66.926,15.256,-3.959,4.387,2952,0.375,102.489,162.979,1391.411,1137.382,100.274,34.209,176.864,Infinity,Infinity,1429,1131,8,7.684,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
247,1577,444.451,0.100,5,1309,1502,1126,1165,1403.946,1140.915,1403.946,1140.915,131.143,16.244,1.042,8.073,6345,0.249,193.747,174.966,1405.455,1142.618,192.326,38.209,2.291,Infinity,Infinity,1321,1139,6,7.194,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
248,1307,362.514,0.125,4,1354,1490,1131,1165,1415.238,1145.368,1415.238,1145.368,90.154,13.014,-0.698,6.928,3587,0.364,137.102,167.788,1422.098,1143.760,136.598,32.592,175.564,Infinity,Infinity,1362,1146,8,6.971,Infinity,./nx1.8016_XY2.ome0010_cp_masks_filtered.tif
